id,socre,label,text,,,,
386,0.4668 ,,Drama. Facebook has gone down hill. Its nothing but drama and people k owing everything about your life mainly stalkers. When you report a stalker so many times nothing gets done. Your privacy is violated and it causes major depression.,,,,
387,0.4666 ,,FaceBook deserves 5 stars. FaceBook has revolutionized communication,,,,
388,0.4665 ,,Facebook and the World. This platform is a cancer to society.  It profits off engagement with its app while its users disengage with reality.  One of the most profitable manipulation tools known to man,,,,
389,0.4664 ,,"Wokeness. Facebook is too woke and too much sensoring.   They track you, spy on you, and listen to your convos.  Not to mention the owner contributed millions to stealing election.  It was invented by CIA to watch us",,,,
390,0.4662 ,,Facebook. Section 230 this garbage company. They are a liability to freedom and free will.,,,,
391,0.4661 ,,Hacked. Facebook is useless when hacked they provide no tech support. By far worst social media app.  I would give it a Zero star but that wasnt available,,,,
392,0.4660 ,,"The root of the worlds misinformation, negativity, and harmful to the future of privacy. Facebook is a breeding ground of negativity, anger, misinformation, and division. It is becoming a political tool to divide and deceive. Facebook took a terrible turn in 2012. Worst social media platform that has ever existed. Mark Zuckerberg himself is a very evil human. Dont give any of your rights away to this company.",,,,
393,0.4659 ,,"Facebook . Facebook shadow band pages, they manipulate the newsfeeds as well as your post spread posts never reach your followers. Less than 1 percent of the followers can see your posts  FB",,,,
394,0.4653 ,,tooooo much privacy invasion. they really dont need to know allll that,,,,
395,0.4653 ,,"Facebook is censoring whistleblower Palestinian organizations and news channels. Over the past few days, Facebook has ramped up their censoring of Palestinian content. Facebook shut down two very prominent news agencies reporting from Jerusalem on the ground, taking down the accounts of major news channels and whistleblowers and issuing warnings and suspensions to others.Facebooks policy knowingly eliminates the Palestinian narrative and the reality of the violent and racist apartheid.It is the responsibility of news agencies and whistleblowers to shed light on the reality on the ground and they should not be penalized for doing so.Palestinian activists have called for a popular campaign of reducing the evaluation of Facebook through Google Play and Apple Store as a part of a campaign against Meta's crackdown on pro-Palestine content on its Facebook platform.#FBCensorsJerusalem#MakeNoiseForJerusalem",,,,
396,0.4653 ,,"Tale of Two Wolves: Authors Right to Publish & Readers Right to Discern. The social media company, FACEBOOK, INC has circumvented a privacy breach through community guidelines and standards. The board refuses to acknowledge that the end user has plead the first by publishing too a non-reputable source of information and is therefore protected by the communications decency act of 1996 as well as COPPA. It holds the publisher responsible for the things that readers may find offensive. Often, issuing thirty day bans despite that the product only took the CEO 30-days to develop. Never trust anyone that empowers everything that you do not want in your life. Ill make it clear. I am not a toy, my feelings are not your playground, and my life is not your games #JekyllDoesntHyde The fact that he can trash relationships that have lasted for a decade like this just because hes a billionaire is sickening. Millions of heartbroken Americans right now.Weve GOT to put an end to this.",,,,
397,0.4651 ,,"Political agenda (Scam). The one thing I notice about Facebook the most is the fact that everything is politically sided with the left, now Im not into politics but I sure do see how Facebook works at oppressing people who dont fit theyre political agenda, a very one sided platform to speak your mind on, its sad cause it used to not be this way, you could speak your mind and be yourself now it seems those days are far over",,,,
398,0.4646 ,,Facebook is a joke. You cant speak your opinion unless it matches what they want you to post. No freedom of speech,,,,
399,0.4643 ,,"Took of Oppression and Propaganda. Facebook is in the monetary pockets of oppressive governments across the world.  They assist governments in silencing the voices of those with beliefs and opinions that do not align with those in power.  If I could give it zero stars, I would.",,,,
400,0.4639 ,,". Facebook dont allow followers to see your posts, they control the newsfeeds and limit your post spread from reaching your followers. But then Facebook ask you to spend some money to boost the very same post",,,,
401,0.4639 ,,"Most used worst social Media. We all know facebook video and quality issues, so I am not mentioning it again. First thing, can&#39;t control hate speech and nudity. They ban what their AI keyword can find, and I think they don&#39;t even consider or review a specific content reported, they just review contents that have over 5k report.",,,,
402,0.4638 ,,Why?. The only reason I got this app was because I I needed a Facebook account for one of my apps. And after like 4 months of me deleting this app. I still get messages from facebook. I used to love this app but Im losing all freedom Ive ever had If you want to connect with your friends I highly recommend any other app but this  Sure you can find your friends but there are no privacy settings so you might want to think twice about posting photos of you and your family. My sister did and 14 different strangers were also posting the exact photos. Facebook is horrible if you want privacy And its not worth seeing old friends for..,,,,
403,0.4638 ,,Account restrictions. My account is constantly restricted with no explanation. Ive had Facebook for 11 years with no problems until recently. Last year I was constantly on restriction. My posts are not violent in any way and no bad words. Im deleting Facebook. I hope zuck goes down the tank soon. At this point our freedom of speech is constantly being pulled out from under our feet. I cant even see most of my friends posts or anything. Everything is censored now. Its a platform for ads now. Everything about fb is annoying now.,,,,
404,0.4637 ,,"Whats the point?. Censorship has ruined Facebook. The government is using Facebook, Twitter and Google for control of information and members of the population that dont realize they are being controlled and havent woken up yet. My usage has been reduced from daily to weekly. I only use it to keep up with a few friends and family that I dont get to see very often. Thank God there are so many better alternatives like Rumble and Bitchute where information can be shared and then I can make up my own mind as to what is true and what isnt.",,,,
405,0.4635 ,,"Ridiculous. I have been using Facebook since 2011. And since this pandemic theyve gotten really stupid about what content gets your account restricted. I can comment or even write in a caption with a post I share to my friends, not public. I can be joking or using words metaphorically and Facebook takes them as a threat or intent to cause harm Im not harmful by any means and seriously mean everything in a non threatening, joking manner. I only have friends (I know personally) and family on my friends list. They all know me well enough to know I am genuinely joking. This is the third time this year and frankly as someone who has been around for MySpace, and the upcoming of Facebook. This is ridiculous Im about to leave and choose another platform to use and take all my friends and family with me. They have all been effected by this insane community standards. Ridiculous",,,,
406,0.4635 ,,Goes against your rights. No freedom of speech They will restrict your account for making comments in friends post that isnt facebooks right or business to delete or punish you for.,,,,
407,0.4635 ,,"Sr. Facebook fact checkers are in favor of the big companies Why we need to listen their truth, no brain wash or manipulate the people please",,,,
408,0.4632 ,,"Facts. Facebook cant stand when you tell the truth From feather on this app will be known  as fake book, as they allow the lies, but sensor the truth, Facebook is being run by idiots",,,,
409,0.4631 ,,Watch what you say. No Freedom of Speech while using Facebook. If you say something they dont like they will censor you. No warnings. I really cant wait for FB to fall like MySpace did. I pray for that day sooner rather than later. Avoid using Facebook.,,,,
410,0.4630 ,,Facebooks supports thieves and scammers. Reported the East Wing Aviary site as a scam and that they rip people off.  But because they arent actually harming anyone facebook refused to take it down.  Rip off cons supporting other rip off cons.,,,,
411,0.4629 ,,"First Amendment Violators That Allow Offensive Photography. Straight and to the point, Facebook loves to allow sexual photos and partial nudity to help with the likes and followers, etc. BUT, when you express your first amendment rights to freedom of speech even without profanity, they will hit you with an account punishment. FACEBOOK IS REPRESENTING TRASHY PHOTOS FOR SAKE OF FINANCIAL GAINS AND VIOLATING CONSTITUTIONAL RIGHTS SINCE THAT DOES NOT PAY THEM.",,,,
412,0.4626 ,,Facebook. Facebook,,,,
413,0.4626 ,,"Not even good at what it offers. Facebook is bad for you and bad for the planet. But also: it is just a crappy version of itself.  My feed is full of posts from people and places I have unfollowed, which means fb doesnt even respect the user settings it put in place.",,,,
414,0.4626 ,,"Dont waste your time. You have no freedoms on Facebook especially freedom of speech you are subjugated to be tracked listen to and watched. Mark Zuckerberg is just another moneymaking piece of crap attention seeker, he should really be called Mark sucker Berg. What an idiot. Over 3/4 of my family have deleted Facebook permanently what a pathetic excuse for a social media platform you can use literally anything else avoid Instagram till thats just as crappy now especially since Mark sucker Berg took over like some little attention seeking baby. It makes sense why this crap app only has 2 stars and thats probably rounding up, realistically it probably hes less than 2. Because its an unsecured app with infringement every step of the way.",,,,
415,0.4625 ,,Rape. Facebook supports child rapists and deletes any post that exposes someone for molesting children,,,,
416,0.4625 ,,"Dumpster Fire. Facebook has way too much power and control. The censorship is completely overreaching and goes against free speech. Its obvious that any posts that go against their agenda, even ones that are opinion only or scientifically factual, are made to be less visible to others and do not show up on peoples newsfeeds. This is done behind the scenes without letting the poster know. This selective and bias suppression of free speech is dangerous and disturbing. Also lately the random memes on the newsfeed are so dumb and seem like a way to grab personal information from users. The app is so out of date and out of touch with the younger generations.",,,,
417,0.4624 ,,"No privacy. Every single day, there are atleast 50 scam pages that I block which I never followed in the first place. Ive changed my password but it just doesnt stop.",,,,
418,0.4623 ,,FACEBOOK SECURITY IS TRASH. Just a free way to lose your account and blessings,,,,
419,0.4623 ,,"Does Facebook even read the reviews?. The ads and the scams get a pass but they will censor you and give a 3 day time out if you post something they deem offensive Then they go to the media and scream freedom of speech, I guess it only matters when money is involved",,,,
420,0.4621 ,,"Location Tracking. It seems pretty dishonest that you can turn off location tracking, but Facebook will still track your location using other means than from your phones GPS (I.e. the wifi connection you are using to access Facebook). This app is an absolute privacy nightmare from a company with the shadiest practices you could imagine.",,,,
421,0.4621 ,,"Toxic. Reporting things. For your technology to review is a sad, joke. Facebook lets scams, trafficking. Rape threats, and anti semitism (come on Zuccyboi, THATS you) and other abusive content through every day. But god forbid you suggest men are dangerous. Yes, we use Facebook. No. We wont be surprised or sad when it, and MarkyZBou ultimately fail.",,,,
422,0.4620 ,,Fakebook. Facebook tries its best to hide left viewpoints and make it impossible to even discuss both sides and allow effective dialogue and research from both sides because anything you post with you showing the media is fake news and only pushes one side as any right wing ideas and post never get shadowbanned or removed. Following in twitters footsteps of being one of the worst apps.,,,,
423,0.4619 ,,Facebook-. My Facebook was locked and a email was sent to me to unlock it and it wanted me to take two pictures of my private credentials such as Visa card and driversDrivers license visa ID Social Security card etc.,,,,
424,0.4619 ,,"Sponsors hate groups. Facebook knows its algorithms cause extreme ideology, terrorism, and hate groups to flourish. They do not care. Facebook spreads violence and misuses any data about us that they can get their hands on. Not worth it. Keep up with your friends elsewhere.",,,,
425,0.4617 ,,". Facebook shadow band pages, they manipulate the newsfeeds as well as your post spread posts never reach your followers. Less than 1 percent of the followers can see your posts  FB",,,,
426,0.4616 ,,". Facebook dont allow followers to see your posts, they control newsfeed and limit your post spread from your followers. But then Facebook ask you to spend some money to boost the very same post",,,,
427,0.4616 ,,Facebook doesnt like that truth. you get restricted for saying thats a dumb question and posted facts that local news report worldwide news every news organization does this. and Faceboo lawyers had to testify to the fact checkers are peoples opinion same thing in the comment section and you better take their comment down to because theyre posting false information about local news. and you better put restrictions on their account also.,,,,
428,0.4615 ,,"Break it up. Facebook is a monopoly, needs to be broken up into different companies.",,,,
429,0.4614 ,,"Facts. Facebook cant stand the truth,they would rather lie",,,,
430,0.4614 ,,"Facebook is a joke. Why is facebook spending billions of dollars just to keep sensitive blxxx people, gais, and wxmxn from hearing things they actually need to hear",,,,
431,0.4614 ,,"Facebook. This site really need to be dismantled and taken down because FB are very bias and prejudice against African-American speaking the truth its going against the constitutional rights.Also I never see all of my friends on my list, I have over 2000 friends and never see all their posts and friends dont see mine, Facebook put us in restriction for speaking your truth, As long as Im not threatening anyone or hurting anyone by my comments or what I post, Facebook shouldnt put their members on restriction, Ive been a member over 20 years  I never seen it this bad.",,,,
432,0.4612 ,,"Facebook needs to be exterminated. If you are in the middle like me, then you are not welcome on Facebooks platform.  They will limit your reach, they will censor you, they will suspend features, and all without even so much as a warning, or telling you why it happened.  Facebook is only for the extreme left, to promote hate, racism, violence, animal abuse, and so much more.  I will no longer be a part of such nonsense.This is the worst company that has ever existed.  Everyone needs to join in the fight to make sure Facebook has no future on this planet or any other.  Facebook itself is a virus that needs to be eradicated.",,,,
433,0.4611 ,,"About done with FB. Facebook used to fun, a place you could connect with and friends and enjoy family.  You could could speak your mind and have some fun. Too many pansies taking over. Then you have the hackers Mo support or help from fb. They disable your account like they did mine , I lost years of pictures of my grand babies, my deceased parents and grandparents, memories I can no longer get back. I have no desire to even get back on it even gonna delete our business account and take it elsewhere. Cant wait for something new to come along in social media. I even purchased a 300.00 Oculus for Christmas only to learn I cannot use it now. Facebook doesnt care about us",,,,
434,0.4610 ,,"Facebook is no longer trustworthy . Facebook shadow band pages, they manipulate the newsfeeds as well as your post spread posts never reach your followers. Less than 1 percent of the followers can see your posts  FB",,,,
435,0.4609 ,,"Should be able to give a -5 star. I have been on FB since the beginning, had one account Locked, unless I send them PHOTO PROOF of my identity. I thought FB was AGAINST PHOTO verification I created another account & contacted all my friends again. FB started out as a social meeting place for friends, etc., but how is is ORWELLs THOUGHT POLICE",,,,
436,0.4608 ,,"A Nanny App. I dont need a 24/7/365 nanny app following me around and censoring my life. I cant share real life video because a fact checker didnt like it? Its true, and right there-actually was a news headline, but you cant share it because someone being paid by a private company doesnt like what it actually means. The advertisements are the worst Id never buy anything from someone that supports censorship. I cant share with my family because of political censorship. I also dont need to hear another stupid thing about Covid Bombarded with ignorant Covid crap all the time.",,,,
437,0.4606 ,,"Free Facebook Accounts with Every Injection. The data mining/surveillance &amp; propaganda dissemination program called facebook is a plague on civilization that will hopefully collapse financially and fold in the near future. I guess if youre a person whos eager to build a psychological profile and compile an archive of your personal data to be accessed by state intelligence agencies, foreign governments, and multinational corporations, then you probably really enjoy facebook, since its an easy and convenient way to do all that. Or maybe youre someone who just cant get enough of the corporate establishment narrative, no matter how much mainstream media you consume - in that case, facebook is definitely the place for you You can enjoy spending countless hours in a time sink that tells you what to think and dictates truth and reality for you to make sure you dont accidentally engage in wrongthink. You can even enjoy photographs of Mark Zuckerberg pretending to be a human, and if you dont like them, youre a racist who should be banned What better way to announce to your new Chinese overlords that youre a team player than to open an account today? What they should do is include a free facebook account with every covid vaccine - THATLL get those vaccine hesitant people to finally roll up their sleeves Facebook is almost as great as the smell of a childs head, just ask the most popular president ever to be totally fairly elected in the entire history of the USA, Joe Biden.",,,,
438,0.4605 ,,The only thing worth keeping Facebook for was Marketplace and now that doesnt work. A terrible app designed to run a terrible social media site. Im not going to miss this.,,,,
439,0.4605 ,,Awful. Facebook is leftist trash social media platform that suppressed so many people. They dont allow freedom of speech.  Rather if its miss information or not. People should have the right to post what they want. This is garbage. Join truth social. Its a new platform that wont bann you for speaking your mind,,,,
440,0.4605 ,,"Hope youre ready to have no privacy. Read the new terms of service and youll see this app can see and hear EVERYTHING you do at all times on your phone. Access contacts, camera roll, call log, even texts. Not worth having it honestly plus I waste WAY too much time mindlessly scrolling. I deleted this off my phone and disabled my account. The app also is really really bad.... super clunky, way too many options that are hard to understand (they like it this way) and not what it used to be. Everyone has wanted a Facebook light for years, so why do they keep giving us more options that we DONT want. This app needs to be broken up to like 5 other apps. How do we let this mediocre company have so much power over us? Just delete this trash off your phone now. BREAK UP BIG TECH",,,,
441,0.4605 ,,Not trustworthy. Been on Facebook since 2008. And over the years it has turned from something fun. Into something that you really cant trust to have anyone but their own agenda at hand Accounts are always being hacked. Or someone is being offended by what someone elses free speech  I see Facebook going down hill over the next year or two Gotta have the American peoples trust to succeed And they dont have mine,,,,
442,0.4604 ,,"Unreliable Identity Theft Allowed. Facebook deleted an account that was hacked that I owned for 15 years. Multiple attempts to deactivate have left with nothing because there is NOTHING you can do. And since you are not paying for the app they dont care. Everyone who has ever used this app knows that they make money off of you one way or another. But for me, 15 years of memories, 2 biz pages and an IG account hacked and gone no content I ever posted is in any group or community. Its theft of ideas, memories relationships because they choose not to help. Then they blame the lack of customer service in covid. It is sad how intertwined we have become with this format and yet they have no responsibility in what they have created.",,,,
443,0.4603 ,,I suggest you dont use this Facebook. I have lot experience with this. Bc Facebook had video abuse kids or animal or something and too drama and blame people feel.  I dont want you use this anymore. It make wasted my time and urs time.  I not use this like 2 week ago   I have reason  Bc I doing much in fb for 5 or 6 year  it too much to show abuse videos it disgusting and disrespectful,,,,
444,0.4601 ,,"Slow fact checkers. Disappointed with how Facebook limited my posting today Feb 9, 2022. Because of something posted November 2021.. I was unaware that whatever I re-shared was false info, maybe Facebook shouldve taken it down from the original poster to begin with. Ive been with Facebook since 2009 & Im seriously thinking of deleting it.",,,,
445,0.4601 ,,Facebook. Resticks people from using it if you say anything they dont want hear saying it goes against their policies. Facebook is absolutely against anyone who agrees with Donald J Trump,,,,
446,0.4601 ,,"Facebook is going downhill so fast. They changed their system to make you verify your account to manage your pages with large audiences. Ok, fine. So I went through their steps to do it. They authenticated my account. I have a green checkmark and a message that says authentication complete - Im now free to manage my page. Nope. I can rarely post- 90% of the time I get a message saying  youre restricted from posting on your page until you authenticate your account to manage your page. I DID. IT IS.Now today, theyve taken away my ability to private message from my page.  youre restricted from messaging until you authenticate your account ive turned in at least a dozen reports in the last few weeks about this. No fix, and no response. Terrible.",,,,
447,0.4601 ,,"Constant functionality issues. This is the worst social media app on marketplace, especially if you manage a business page. If youre interacting as your business nothing will ever load. Issues are never fixed by Facebook. They are an enormous company worth a ton of money and cant take any time to make their app actually function. Youre better off using Facebook only when you can access it from a computer.",,,,
448,0.4600 ,,"Facebook vs We The People. One star is too much but it is the least offered. FB has the potential to be the shining crown of the US Constitution 1st Amendment Rights. The true beacon on the hill that shines, illuminating the world with our God given freedoms. Sadly &amp; unfortunately FB has chosen the evil path of tyranny, aligning with the far left progressive socialist/communist ideologies  by practicing censorship of ideas &amp; speech. The so-called fact checkers are the equivalent of Nazi information control.  This practice is disgusting &amp; pure evil. I wait in anticipation for a comparable platform so that American Patriots can switch to while we watch the sinking ship of FB as it sinks into bankruptcy history.",,,,
449,0.4599 ,,whats the point in it. facebook is getting to where you cant share ANYTHING or post anything without your account being blocked or restricted. so i am fed up with it and will be making a myspace because its getting out of hand. thanks for the free app,,,,
450,0.4599 ,,"If u like apartheid & white nationalism. FB has always been gross about harvesting our data & turning our friend networks into corporate marketing tools. Now its using its ability control people speaking to each other, and news agencies reporting too, to shut down Palestinian voices speaking on Israeli state and settler violence. This comes on top of FBs hand-feeding of US white nationalism. Facebook will keep making out world if we let it. Shut this dumpster fire down before it consumes us.",,,,
451,0.4599 ,,"Complaint by long time user of Facebook. How can a picture that has been in all news media and other social media, be deemed to be in violation of rules that dont apply to the picture? I never advertise, buy, sell, trade, or recommend items on Facebook and use it to post jokes to make people laugh. But having my profile disabled while its investigated for over 36 hours seems like a violation of 1st amendment rights to free speech since there is no other way to contact the corporation for clarification of the alleged violation. I request written explanation to this action. Also a few months ago, I was told I was blocked from advertising or going live for 90 days. I have never gone live or advertised on Facebook, but was never advised what I did to earn that badge. Facebook needs to be more accessible and explain instead of using one side without any input. Even in criminal matters, the accused has the right to be confronted by his or her accusers. A month later and still nothing from Facebook about the alleged violation that doesnt fit in the guideline quoted. I dont sell, gift, trade, or advertise anything on Facebook but thats the term the person used to disable it. Look over the whole profile and see I only post things to bring out laughter. Does anyone at Facebook even review these messages?",,,,
452,0.4598 ,,"Is Facebook an arm of the communist party?. In my opinion, Facebook should lose all protections as a publisher, because they clearly are not. Facebook is very left leaning and progressive. If you are looking for free flow information from all angles, this is not your forum. They block and censor any free thought. They are also a source of misinformation. Facebook is a propaganda tool. Their supposed fact checkers are from such places as politico. If you post something they disagree with, you are immediately given a fact check label with no options for rebuttal. I get it, its your forum. But dont claim publisher status, when you are censoring free speech. I also get why people are leaving in droves.",,,,
453,0.4592 ,,"Absolute joke. When you report someones posts and/or their profile, you would think Facebook would actually do something. Instead theyre allowing a post to stay up thats slandering and harassing people. The person whose posting them cant even be held responsible because fb doesnt care enough to look into it. Absolute joke",,,,
454,0.4591 ,,"The Internet Gestapo. Title says it all. (The Internet Gestapo) thats what Facebook shouldve changed their name too. Since its a place where software engineers control what content and accounts that they want to shadow band, if the content does not support their corrupt political agendas.",,,,
455,0.4591 ,,Steal my data harder zuck. Please violate my privacy more. I love how little this company cares about any privacy Its great for seeing my racist grandparents opinions too Not to mention the terrible effects its had on the mental health of those around me too.,,,,
456,0.4591 ,,"My page is hacked. I'm very disappointed in this app/company. I've had my Facebook page since 2018, on this page I have all my kids amazing memories and photos, and other things I had made private. But just a month ago, someone hacked and took over my entire page. I contacted and reported my page along with other friends helped reported, but Facebook said they can't do anything about it. So what is the privacy and security for the users that has made this company richer by the day?? I have every proof that the page is mine and I also have proofs of the hacker. I'm so hurt. He or she has even added their name to mine's.",,,,
457,0.4591 ,,"Facebook is creates division and spreads misinformation. Facebook supports fact checking which isnt a fact check at all. Its a complex misinformation campaign to attempt to get weak minded people to blindly agree with whatever agenda Facebook is pushing. They sensor the truth that is inconvenient to their agenda and ban anyone who provides proof of the countless inaccuracies that they push. They act as though 99% agree when in reality 99% do not. This is easily verifiable by simply looking into likes and comments. HERES A FACT, at least 70% of Joe Bidens followers are FAKE ACCOUNTS. Go click on any one of hes recent posts, look at the comments then look at the commenters accounts and their friends. They are bots created by Facebook to portray the illusion that Biden has massive support, same with Obama, same with Hillary Clinton. FB has created so much division in this country. They should be shut down for infringing on the freedom of speech that every American is SUPPOSED to have.",,,,
458,0.4587 ,,Facebook. Someone is signing into my account using my picture and info,,,,
459,0.4586 ,,No accountability. Facebook does not have a place to call or email with a serious problem that can not be fixed by using their app instructions. They dont care if youve been copied and your face and friends used to cheat others. They dont care if someone has hacked their app and altered their programming. Take responsibility please.,,,,
460,0.4586 ,,"Facebook no longer trustworthy . Facebook shadow band pages, they manipulate the newsfeeds as well as your post spread posts never reach your followers. Less than 1 percent of the followers can see your posts  FB",,,,
461,0.4585 ,,"No customer support whatsoever. Do actual human beings work at Facebook? I cant tell because it is literally not possible to get a live person to help me solve the problem of my mysterious locked account. I have followed their unlocking instructions to a tee, but the links emailed to me by FB security do not work. Yet, I cant tell anyone that. There is no actual recourse. Infuriating.",,,,
462,0.4583 ,,"Privacy Issues - Trust issues - Bias Company. So many reasons this is a bad app, its easy to understand why with their ads  no privacy and unfair treatment.  Something has to stop and this social network would be a good place to start.",,,,
463,0.4581 ,,"Facebook Hacked. Facebook makes it very difficult to get your Facebook page back if it was hacked. If the hacker change all of your contact information and you dont have trusted accounts set up, youre not getting your page back. I think this is ridiculous. With all of the technology they use to track what youre doing, you would think there was a better/easier way to resolve this issue. Theres no contact information to speak with anyone directly and now this person has access to all of my personal information. Im livid",,,,
464,0.4581 ,,"Great at what it does. Facebook is an excellent tool for taking apart communities and getting family members and neighbors to never talk to each other again. Has made a ton of money for some people. Writing from the USA here, has definitely cost a lot for a free app.",,,,
465,0.4572 ,,Facebook. Ads and political propaganda.,,,,
466,0.4569 ,,Nuisance. Facebook use to be a place we could interact with our friends the way we would in everyday life now i cant even make jokes without them misunderstanding content and restricting my account I definitely use twitter more now days they dont limit your freedom of speech,,,,
467,0.4567 ,,"Pbm with facebook. Facebook is stoped , instagram and whats i will give u 1 star , poor facebook",,,,
468,0.4566 ,,"Facebook hack will affect you soon. People need to know this:  My Facebook account was hacked and the hacker set up 2 factor, changed my pw, email address, and phone number.  My account info was revealed to the public by Facebook itself in the widely publicized Facebook data broker 858m breach.. imagine that.. a company that specializes in storing personal information was hacked and that info has been spewed around the internet..The process to recover you account is a dead loop with no actual human intervention EVER  I sent in and had my ID verified and the link sent back let me change my password but is stuck at this 2fa code being required.. which I dont have the hacker does as he tied everything to his phone and pc now I have no way to get it and every other option just keeps asking me to send my ID in which Ive now done 10 times in 3 months with the same result.  Im stuck in a security loop bc I cant provide that code.  This is not isolated to me.  There is a massive thread on Reddit and Facebook needs to address this issue bc it is obviously a problem.Facebook.Fix peoples accounts.. fix your errorMy identity was stolen and you are aiding a criminal by not letting its rightful owner take it back.  Take some responsibility.  Its pathetic that I have to resort to posting this here because no one employed at Facebook responds to emails or does anything to help users but restrict their usage of political views.",,,,
469,0.4565 ,,Monitors everything you do. They say they dont listen to your private conversations but they do. If you dont like being spied on remove fb messenger too.,,,,
470,0.4565 ,,"One sided social media. Facebook allows prostitutes to advertise but you cant talk about Covid because they only see blue.  Facebook is not what it used to be and it needs to go back to it.  Stay out of government, Covid or anything else that has something to do with taking a side.  You started this to connect people. Thats all we want. No ads, no listening to what we like and then shoving it down our eye sockets. Lets go back to seeing what people are doing and living. Stop all the hate and stay away from news",,,,
471,0.4565 ,,Please take me off of Facebook. Youre using all my data I want off of this Facebook,,,,
472,0.4563 ,,"Horrid. Alright.. Where to begin. This must be the WORST company in the world. On fb pages they will hide posts, unless you fork up some cash.. Than a small amount of folk can see it. Instagram is even worse, shadowban post is a common occurrence, while promoting nsfw scam pages. In conclusion, we will never, ever will use Facebook or Facebook family of sites. Uninstalled..",,,,
473,0.4562 ,,Too much data sharing. Im good dont need data tracking,,,,
474,0.4560 ,,"Account Hacked and No way to contact Facebook. I love Facebook for a lot of reasons, but I thoroughly hate that there is no customer service available when it is desperately needed. Someone from another country hacked my account, posted explicit material to get me locked out and deleted forever, added himself to my business suite, and then began trying to scam people into calling his cell phone to purchase speakers to scam them. I wouldnt have known any of this had I not had a Shopify chat plugin installed on my website. I was locked out of my FB account and messenger, but all of these messages in Vietnamese were coming through to my phone via the Shopify chat plugin. I used Google translate to warn these people in their language (Vietnamese) that I was hacked and this man was trying to scam them. Shopify customer service is wonderful, but unfortunately theres nothing they can do about my FB account. It says it will be permanently deleted in 25 days if they havent reviewed by then, and they might not ever review due to being short staffed with Covid-19. There is NO WAY for me to explain to Facebook what happened, NO WAY for me to email them Did you know I cant even report that Ive been hacked unless Im signed into my Facebook account? AND if I try to sign in Im blocked from accessing any page except the one that says I violated community standards and my account will be permanently deleted in 25 days. I have had this account for 13 years. I had over 1,800 reviews on Facebook Marketplace. I shipped packages from my home of my handmade gnomes EVERY SINGLE DAY, and now my entire income is gone because 1 deceitful person targeted me. I truly wish there was something I could do. I was always an advocate for Facebook. I just dont understand why they dont have an avenue to help people who were attacked? Ive paid them thousands of dollars in FB ad spend and seller fees. Facebook, I know youre not listening NOR reading this, but man, I wish you would listen to your customers.  Thats what truly defines a great company",,,,
475,0.4560 ,,"Huge disappointment. I reported that my account was hacked no one helped. Might as well shutdown Facebook for not helping people like me with our accounts that are being hacked. And people using our photos on other accounts, and using our personal info. even when our pages are on private.",,,,
476,0.4560 ,,Evil company. They lie and claim its the truth and smear truth as lies. The people that control Facebook are evil.,,,,
477,0.4560 ,,"Delete app, use browser. Facebook app requires you to also download the Messenger app, so they can pull more personal info from you. Did you know if you delete the app you can access Fb from your browser. And its faster.  Some devices require you to click the settings and ask for the browser version. On computers, ethical browsers like Firefox block some of the FB spying.  FB slows access to them.  Were shifting away from Fb, deciding on which other platforms suit us. We all need to work with unethical companies less often.",,,,
478,0.4559 ,,steals personal info. Mark Zuckerberg steals personal info of the users,,,,
479,0.4559 ,,"Censorship. Facebook use to be a cool way to stay in touch with my family from all over the place, but now it just censors and fact checks everything. I cant scroll through my feed anymore without seeing some fact check or covid warning almost right away. Honestly Id give it zero stars but obviously thats not possible.",,,,
480,0.4559 ,,"Poor (read NO) defense against hacker. This site has been quite useful as a means of contacting others. However, when you are hacked you have a very little if any recourse. There is no simple, efficient, way to identify yourself to Facebook. The problem remains unsolved for months while you identity is used by some criminal.",,,,
481,0.4557 ,,Free speech suppressor. When I first started using Facebook it was a nice way to keep in touch with friends and family. I still enjoy it for that. With that being said I do not enjoy being spied on by the Facebook police. I dont like that they suppress what they deem unacceptable without anyway to plead your case. Example I posted a meme about shared bathrooms. My friend commented about being able to use womens bathrooms now and being excited. My response was I wouldnt be too excited women are disgusting. They deemed that goes against Facebook standards because I said women are disgusting. Well as a woman and an American I have every right to say that. Ive used womans bathroom for nearly a half century. I think I can honestly say theyre gross. I am now considering leaving Facebook because it is not their right to censor any American from their right to freedom of speech. Facebook needs to offer a way to plead your case because they are relying on individuals who are not qualified to judge what you post. Its communism so be careful.,,,,
482,0.4557 ,,Just dont even bother with it. Ads ads ads. They wanna hook and addict you to their app and feed you ads and profit off add revenue. They dont care about what you want its what they think will make more ad money. Do yourself a favor and dont make a Facebook. Stay off social media and enjoy life in person connect with people in real life not something fake and have someone else show you what they want you to see.,,,,
483,0.4556 ,,Dont download its a waste of your time. Cant post what you really want to say can get discriminated and bullied and profiled by other people but yet your posts will be taken down for defending yourself and or comments this app has became a giant babysitter and its sad that its become this The Facebook that we know today will never be the Facebook we knew then its gotten worse and has not gotten better and on top of that your location is always active on Facebook they can track you wherever you are because they have access to your private settings I would not and wont do not put my trust in them they are nothing but liars crooks and thieves I hope this company goes exactly where it should be and that is in the bottom of the trash,,,,
